G_A G_B K_A K_B TH_B_A TH_A_B N_B_A N_A_B FC_B_A FC_A_B
18 26.6755519182 71.0632769532 0.997805472094 0.422407046776 37.7705541415 27.0501562576 5 3 12.4411574531 3.27377929433
19 58.7509450407 50.4998656306 0.194795656949 0.445970826268 22.826568114 8.01084921439 5 4 13.7895425078 62.4067620354
20 74.2834372029 44.1065875709 0.125837167861 0.417875565048 27.4431748615 14.3812860486 2 3 60.6761219812 91.8174246506
21 45.1308150742 62.132583065 0.832080985209 0.558396990841 23.9584730352 4.20848775522 4 4 52.2191411588 93.7156251132
22 85.3309470334 20.869343225 0.498616380159 0.470191843654 15.4227818833 44.0105151011 2 2 36.6745350467 95.7496682398
23 77.6557124263 56.3198268866 0.896409494079 0.683571116966 30.9509851084 2.58644324704 3 3 27.324100629 71.8999600483
24 67.6018706536 81.7711786718 0.480455841031 0.780817292563 17.301778399 20.049030482 1 1 16.3595249353 40.9104680362
25 27.4327140011 24.6130904384 0.517145162885 0.399751916286 5.37294593284 7.65873765734 1 5 3.34676023485 81.3568805296
26 73.5218122311 71.2551605479 0.65428029002 0.344600675194 40.7632396026 23.1967291193 4 5 40.9560911184 88.0193540832
27 55.949457077 11.4132328731 0.525444274141 0.905794748318 20.5210136906 10.0518219185 5 5 18.4554615906 68.4370880415
28 8.36440587533 84.2291870837 0.243112379781 0.246008003758 35.1938136534 43.0752949052 3 2 65.1634915426 10.0028690305
29 26.0208934733 82.0249188558 0.87028885091 0.331674006422 29.5410513407 7.064431267 2 2 68.4993457855 9.11215866814
30 70.2154495898 59.6824321677 0.879559756055 0.600570804197 22.1547042492 48.633001195 4 5 46.3848634783 68.4363659651
31 34.669619178 3.18433091504 0.522577055817 0.920671143162 49.0101698761 32.3463197124 1 2 1.55035353276 42.7180099208
32 31.8782455284 64.3774761564 0.356798514538 0.41080680063 22.6388628804 9.2358694207 5 2 89.7924871751 84.4161635662
33 54.9617261005 92.8424533597 0.297361387481 0.314538534162 44.2616378219 21.8442408029 3 2 11.206307647 16.5939886159
34 71.4056542074 43.4138575318 0.616548231713 0.244225979193 46.1618514696 8.26621836488 4 4 56.9169025555 68.0321288606
35 59.0747680103 69.9539718006 0.244869246773 0.56851430744 10.683691326 17.0241154759 1 1 18.9897129506 97.9817150032
36 76.548147322 19.3490251189 0.536474178902 0.788303165686 16.0056645446 42.0158020234 5 2 42.0571595931 56.3335375262
37 33.9857061836 53.2564562653 0.923252553278 0.436205346982 23.4307414158 44.713700883 5 4 9.75949543903 44.3474108312
38 8.92221537025 47.812617779 0.672270267756 0.411946735949 13.2264620025 23.1629750404 3 2 2.00745688605 41.4229933781
39 78.5920260713 53.9413458269 0.282364204326 0.415849255387 45.4590398871 8.07608890431 5 4 95.0197024837 59.2049711934
40 8.70907795187 57.6338627352 0.190620118891 0.14274149758 4.02454711988 40.6412229389 2 1 9.62453357108 38.6370457819
41 94.1012075837 39.2130689027 0.43091497182 0.259027181225 25.8736495144 32.7341588309 3 1 17.7635056922 26.4067108342
42 73.9000631749 67.7470578376 0.772243969709 0.11577306794 7.88878027627 45.8195863073 1 2 67.2811455707 68.2131143286
43 21.9474710423 87.1346947767 0.614146918862 0.401228163229 9.39683651976 39.0096357239 5 3 78.5267015072 42.6764528666
44 87.9170824796 31.5626644059 0.221011236052 0.663143381864 41.9541110846 6.18901125603 5 4 93.0208414417 33.9482765318
45 8.97875436526 3.9767027401 0.350964826146 0.478110316835 4.11202283166 27.4108161849 1 4 62.6041196224 47.8322187914
46 52.5205455573 38.7677465861 0.530104810351 0.913913005796 14.5957070822 25.5691885878 2 5 49.4798067049 91.4823789246
47 34.734984581 61.579428059 0.670872779339 0.348549816248 10.6610963446 23.9954533693 5 2 1.83181518697 1.72402965193
48 22.0187102563 69.7711255379 0.206245376173 0.661299303865 27.6013437283 41.4203007371 2 1 56.8763045223 36.4545381807
49 98.7966611813 58.9646916922 0.68137091588 0.595203706343 9.11689448666 12.6064982478 4 5 76.0396627008 24.4236089944
50 22.6064952111 85.47067557 0.303487443802 0.260330427123 38.6955546762 45.659550926 1 4 41.8673279279 43.3805612552
