group group_name X1 X2 X3 X4 X5 X6 X7 X8 X9 X10 X11 X12 X13 X14 X15 X16 X17 X18 X19 X20 X21 X22 X23 X24 X25 X26 X27 X28 X29 X30 X31 X32 X33 X34 X35 X36 X37 X38 X39 X40 X41 X42 X43 X44 X45 X46 X47 X48 X49 X50
A.5 6 2.20970869120796 -0.957131972565216 1.1539233508124 -0.489812702167088 0.642529049840622 0.556839773983393 1.21836000723386 0.678153262284545 0.847015534557256 0.58427633291722 1.05403959129043 0.0484716555802233 -1.65068365310566 -0.929835240487424 -0.150897934120608 0.599535679723501 1.41935102876163 -1.2272652388622 -1.09211914277805 -1.33749336744158 0.380080675933039 -1.29085185535204 -0.157560271741142 -0.823466963776854 0.297412870983243 1.28899783612996 -1.65068365310566 -1.65068365310566 0.753743175984584 0.662365445191533 1.37830533293562 -0.0106348376222142 1.1845562645234 -0.826401681293217 1.51427361096788 -0.724394877578053 -0.209100577229905 -0.459818763035222 -1.32081108877506 0.110526609089013 -0.850696618551197 -0.644660403642261 0.326190620199199 0.882377658523281 0.594146670575728 1.44659008973154 -1.48867132435053 1.4679463939691 0.728220626245612 -1.65068365310566 -0.481301737254636
B.5 6 2.20970869120796 0.881229771311626 -1.7749036050791 1.29065430282911 -0.314737832833555 -0.848474448653166 -0.105963836975876 -1.7749036050791 -0.133599513605008 -0.408333113749674 -1.7749036050791 0.348104149446998 1.70579697642613 0.603205067977032 0.417287671707558 -1.04223910602256 -0.420857396721387 0.519449168427279 0.522357445406317 1.39097043509576 -0.664540304118189 0.793876770881144 1.42355673917161 1.605965590334 -0.225652542219686 -1.17344417013942 1.45750764778231 -0.037455040070828 -1.12902703282164 -1.02926460495484 -1.7749036050791 -0.983172920540627 -0.359529414238863 0.877161896831773 -0.920450784354103 0.850103786867396 0.897461421724317 0.820266891775744 1.07981864626372 -0.160871281523662 0.602189026375662 0.908073917279741 0.408491405577818 -0.516315406544783 -0.835649154468094 -0.964371609492349 1.20877751048696 -1.13309426487672 -0.823606120022087 1.28763368020826 0.0403183599100763
A.6 7 1.10485434560398 -1.65068365310566 1.16377328648995 -0.519472188614095 0.64092500289892 0.568067677887678 1.22155642914219 0.685446568420608 0.833595893621884 0.599373779731217 1.05066145452425 0.0626536122669903 -1.63481631188873 -0.691248548207301 -0.0486232019151428 0.597039750567962 1.41629266573899 -1.15952158728158 -1.09990523475384 -0.853301686111283 0.393252903585929 -1.16940462112157 -0.110313163368893 -0.853611760765846 0.296156998382836 1.29047605955856 -1.38025350828047 -0.999343853871719 0.754869422397345 0.645755234142186 1.37530263564797 -0.000624188836954782 1.20258810767838 -0.712048662772993 1.51591049250632 -0.998658988157856 -0.29536919189187 -0.625833109210927 -0.885004740568767 0.0788703400158464 -1.1255767336668 -0.584931071067768 0.358200354815125 0.890694010405925 0.581324602422461 1.45428483965358 -1.33313101617714 1.47051193912523 0.729884835417903 -1.275821298159 -0.338572837519496
B.6 7 1.10485434560398 0.873779534899815 -1.00121918395399 1.2975647649126 -0.334187144408685 -1.04786271475131 -0.263002161243056 -1.53393779933869 -0.168328537081953 -0.426215992515275 -1.43246485613297 0.395637157512417 1.70315176255421 0.660552565889777 0.397226544453357 -0.96232863467945 -0.621034566608053 0.54820746568717 0.525326886382787 1.39686524051509 -0.995084923018151 0.802867206884813 1.422928931238 1.61444113410014 -0.216346466570359 -0.988306896597846 1.49207047562619 -0.105923403117242 -1.23365019855338 -0.665756845783789 -1.47144080373825 -1.03947019201196 -0.417877350703445 0.872592588690916 -1.19746209807061 0.823903095049546 0.911361541258859 0.821666879575706 1.09705432348759 -0.1873976335823 0.620757097451421 0.911972265198053 0.331033717085392 -0.823567396340609 -0.868515039037004 -1.14965264352088 1.2003334511761 -1.04277787584843 -1.18175642799251 1.29173342045824 -0.0818772463436826
A.7 8 0.55242717280199 -1.46481970294345 1.15398244205181 -0.528595184388737 0.642342219041022 0.574865560361636 1.22055742830369 0.693637316485021 0.831684853361701 0.58674639462497 1.05314052848911 0.0601273004115143 -1.44270614880089 -0.938163052912348 -0.0575991048044643 0.602573251667793 1.41904265769459 -1.22120744145007 -1.16609821861112 -0.943659321045255 0.393529184610634 -0.954472401422224 -0.104382193607623 -0.8690464654938 0.284370840513936 1.29006345838186 -1.65068365310566 -1.24529047014036 0.752869584892407 0.654848164485598 1.38790657582848 -0.0301239199934678 1.19617065137108 -0.819563265996421 1.5151778818693 -0.883766737477124 -0.271509207394748 -0.557816177219433 -1.52526327541395 0.069707423310923 -1.08453107735611 -0.747601226838892 0.360010887357669 0.893507595727101 0.583263980953018 1.45356132170932 -1.48609254468611 1.46815260200255 0.726877750442163 -1.65068365310566 -0.426170415320219
B.7 8 0.55242717280199 0.88479862627832 -1.04141022156712 1.30063107078234 -0.435831928376996 -0.991892808023265 -0.261744461504289 -1.45507101183511 -0.10376786206306 -0.416268520336345 -1.4470723040948 0.395686414887997 1.70096866338085 0.616345582849662 0.388393720555404 -0.932649951059479 -0.621024422076527 0.553948227947904 0.537213733617891 1.39830119736215 -0.96672993184919 0.809736528681254 1.4171633117968 1.61462666972122 -0.20801026449864 -1.24446997410306 1.51481260645866 -0.0799661667754922 -1.44106643225701 -0.766270296654786 -1.63810325122518 -1.13656532656293 -0.406810931519911 0.872311206613909 -0.965735791301132 0.813406494018567 0.905039021584911 0.809027466429461 1.11977383354404 -0.253873442437904 0.608931237391854 0.910708968468557 0.331985661770671 -0.885870155224702 -0.806342362062689 -1.67103525059482 1.20498169364369 -1.1830644690145 -1.10126767771836 1.31422155627382 -0.00960999305168075
A.8 9 0.276213586400995 -1.59405082502732 1.15526684058422 -0.580172291294077 0.643389826799905 0.574268223210682 1.21775503495382 0.686619928950019 0.833154802310992 0.591380581661482 1.05250043238971 0.0738416039693393 -1.40721353135688 -0.793053674245899 -0.0608448514055641 0.601278619954126 1.41752243788944 -1.22394147803523 -1.04645605812568 -0.871897556611184 0.39096486090556 -1.10481214690708 -0.118965600369952 -0.837363817943862 0.28297908680681 1.29008452919832 -1.49931018789962 -1.18564790913168 0.755670718145076 0.652483602326183 1.38750066378125 -0.0354526589908848 1.2039736922504 -0.797769512122954 1.51460625075003 -0.908090241124745 -0.274151117039675 -0.547587690507636 -1.52491713187038 0.074017309948342 -1.08699965184382 -0.725143116075297 0.35328529282197 0.893860106316406 0.58116758532521 1.45371365641561 -1.63771095759371 1.46860139342462 0.727398901343303 -1.58063127563909 -0.406227310788214
B.8 9 0.276213586400995 0.888206144185036 -1.13500750555428 1.29587220283847 -0.42677045605622 -1.15321975460532 -0.279196495259918 -1.20149400621928 -0.0826608068858666 -0.477522886712795 -1.60590189850607 0.365177499860526 1.70069803839465 0.617300887492957 0.398876503089095 -1.07558633514664 -0.593489373401258 0.545531555200176 0.540912269792102 1.39923040699324 -1.02412170009545 0.80634395207104 1.4214800681815 1.61574145830941 -0.213072344239026 -1.2320765168615 1.5344547198888 -0.0756443285341832 -1.32566649762344 -0.771387160172187 -1.63183711320917 -0.993666712775405 -0.362837025170629 0.875814819931163 -1.04948950693878 0.840451100554934 0.899707871811723 0.80782823260295 1.12063618392532 -0.244856334072585 0.610796952541804 0.913831354300316 0.350026526068984 -0.767780892685443 -0.758752453029179 -1.48362507789458 1.20278955511618 -1.16666100797408 -1.1498091642502 1.31310537971293 -0.0168024060929188
A.9 10 0.138106793200498 -1.58628455982864 1.15597885142168 -0.575322198938234 0.641501164009167 0.56966084395413 1.21864395854602 0.678942054445997 0.831050153910889 0.589961727175088 1.05307724932626 0.0610714276510296 -1.45715485814947 -0.807704160382461 -0.0553883406564873 0.602165024560872 1.4180069448003 -1.22229338829709 -1.06581570060927 -0.925083036589393 0.389427093040937 -1.01244673915911 -0.123900023165416 -0.843327495480057 0.287789845302182 1.29001284314637 -1.52373849404837 -1.14980482278862 0.754043483449386 0.652379088539965 1.38732055123392 -0.0352332011640298 1.20229299045998 -0.8209722837241 1.51441201014562 -0.880842054649365 -0.266973686449286 -0.554445074081392 -1.53081171019299 0.0728296584924417 -1.07587032389463 -0.71130150412646 0.353113737263197 0.892988391349581 0.581033480689976 1.45402138386352 -1.54030984593175 1.46914382125926 0.729156752975022 -1.53576963774964 -0.388537965026157
B.9 10 0.138106793200498 0.892190407607257 -1.12561757057624 1.29642691895441 -0.424792693138915 -1.09195106740544 -0.283452942299307 -1.19502838971108 -0.0849975317090273 -0.451313920066232 -1.52745603053762 0.375452928947481 1.70141775746274 0.619655365492637 0.398396103855388 -0.996335546754196 -0.628070554423274 0.54685150756387 0.534863016094867 1.39893309798966 -0.960455432730804 0.80524170690319 1.42150824855428 1.61577403795769 -0.215472128606463 -1.21120646173405 1.53204859636459 -0.0853988888036091 -1.37676226074852 -0.737073208664041 -1.72154137793063 -1.00757985754567 -0.342073375025555 0.876424625533183 -1.04351862942971 0.835428283624965 0.900127241992331 0.812606643404937 1.1205579255082 -0.229057311002025 0.607078635539844 0.91253825964907 0.347263478282814 -0.73777493693343 -0.762688226516577 -1.37927715753556 1.2022318627225 -1.19634676866641 -1.15329477290776 1.31386838565175 -0.0337000345380235
A.10 11 0.0690533966002488 -1.55203291200802 1.15605356939695 -0.584119617549413 0.64227664614219 0.571634358663072 1.22042495139463 0.674703878323324 0.832155529950429 0.59013510107034 1.05272829919896 0.0610464788935969 -1.44873901247703 -0.827626671098569 -0.0508698753228319 0.602522057638409 1.41777247405769 -1.20220879773908 -1.0725945979195 -0.885836508341403 0.389414967719283 -1.04618956877379 -0.125487478076775 -0.833852758683458 0.286258213760685 1.28992196654156 -1.59897507846231 -1.13866663034226 0.75435057738271 0.652530275704762 1.38840353510377 -0.032776110116236 1.20325654868085 -0.814064448699469 1.51437155823216 -0.902788504980051 -0.262346987580062 -0.544549698673969 -1.59417724947113 0.0750969442985753 -1.07994090663416 -0.715790037723726 0.355413483097121 0.893573954551728 0.581097343569532 1.45409303322893 -1.55204806654444 1.46881508053251 0.728684209486327 -1.61642707812247 -0.395413984491835
B.10 11 0.0690533966002488 0.890209668267351 -1.13268663561854 1.29742642536708 -0.423551994107769 -1.15815785861924 -0.291859327456621 -1.1560143135451 -0.0880526545705933 -0.443443545179049 -1.54737881758073 0.377525302315247 1.70168045750021 0.619934433291246 0.394538512506373 -0.998430788196715 -0.624491494115982 0.547391678586408 0.534956072768421 1.39815025896331 -0.97031310172249 0.806275437190093 1.42214476485975 1.61559917035167 -0.212238977966797 -1.2204937945363 1.53404753090154 -0.0876751019432858 -1.37383874090459 -0.742567150242964 -1.65092410702458 -1.00802256859326 -0.358439784941136 0.875672248587318 -1.06341181778598 0.838023561579913 0.899715931323673 0.809793014638787 1.12125045161278 -0.232673494274942 0.608114115553218 0.91092666637234 0.341892578762885 -0.742447500085545 -0.762258427358993 -1.34389838803639 1.20331143230673 -1.23108879090779 -1.14935827059819 1.31419087388721 -0.0234472414734764
A.11 12 0.0345266983001244 -1.52920888436233 1.15553998226028 -0.577809158445261 0.642312197599192 0.571901980322629 1.22003956813387 0.676334907787567 0.831956855200527 0.589701643358456 1.05289242163613 0.0600238157398355 -1.45879519317323 -0.822138870464204 -0.0524416856400624 0.602106172419468 1.41763450219684 -1.19900956864547 -1.07025932193487 -0.902901102423298 0.38919538336425 -1.04075514431318 -0.1243761540928 -0.829051154240786 0.288025171643549 1.28986203452164 -1.59541368876197 -1.13355385517854 0.754685473194036 0.651948819503249 1.38815966093099 -0.0325996982433686 1.20281915334126 -0.809525301889399 1.5142245152346 -0.894397143175655 -0.263583672312478 -0.540869528814647 -1.60310619163786 0.075742535193227 -1.06719687618294 -0.716602286129015 0.354501456875538 0.893552173992242 0.58125167317099 1.45396160885645 -1.56186966876849 1.46879890352547 0.72897015792055 -1.61517410761682 -0.388279984360476
B.11 12 0.0345266983001244 0.890181594148853 -1.12473127043835 1.29747619812639 -0.423183580985725 -1.14478994953734 -0.288422323158206 -1.17512152563607 -0.0842539645012432 -0.446782720503674 -1.53404851452933 0.381803035527198 1.70167220978658 0.620463588095768 0.395911618411893 -1.00407803462524 -0.615603748978493 0.545884954074925 0.535616808959717 1.39819725343594 -0.96108673507439 0.805582681939693 1.42198508259778 1.61555037491178 -0.215952744204368 -1.23464743584779 1.53811377495128 -0.086762977763841 -1.38614630574962 -0.732943910101849 -1.6575879868477 -1.02487243989013 -0.361053373809597 0.876131335574301 -1.05768599538944 0.836992503076539 0.899956474797412 0.809317717236787 1.12225788697797 -0.233580997806281 0.608358821401764 0.911541441492563 0.343998174883072 -0.744602380840128 -0.765503635782143 -1.36781942007919 1.20341089771629 -1.20409458527261 -1.15119839271683 1.31444132798205 -0.0309737386290414
A.12 13 0.0172633491500622 -1.52775032809353 1.15582154006957 -0.577189665927015 0.642475148306592 0.571961812439816 1.2203354934836 0.677692409578697 0.832030473382783 0.589503039127253 1.05290615231574 0.0611921187458474 -1.45333440153925 -0.825713261997271 -0.0525501094859007 0.602135664662145 1.41765543100925 -1.20085542597656 -1.0691839184315 -0.90260428945471 0.389494716711987 -1.04791860660263 -0.123857554658682 -0.827910744292734 0.288004543198556 1.28982221422752 -1.60826518425779 -1.13542387297221 0.754625072259396 0.6516513042278 1.38868381120381 -0.0322903523784053 1.20251016970574 -0.808043717613347 1.51431189113173 -0.895055793145818 -0.263735922683636 -0.541237620375275 -1.60515281393014 0.0762099187126897 -1.06699359351532 -0.714256397526453 0.354693803585801 0.893478463045554 0.581370201000458 1.45395548754613 -1.56385696143524 1.4688711900047 0.729123309318132 -1.6279058671129 -0.391901449216656
B.12 13 0.0172633491500622 0.890833418676012 -1.10113623430862 1.29744540752216 -0.426142134395555 -1.15154351246029 -0.290321972027712 -1.19783251074866 -0.0862629802194427 -0.443955227359564 -1.52936155669408 0.379264605482519 1.70172115216133 0.620559974471699 0.395639491205639 -1.00343030141255 -0.614624919854258 0.545792145561012 0.535458485515998 1.39830729040053 -0.971060464421965 0.80565372710061 1.42197597225109 1.61557134268098 -0.214918511229435 -1.22910048221424 1.53755169612393 -0.0872706961615878 -1.38434828244424 -0.732328917611219 -1.66736121443575 -1.02136531755556 -0.358774780684401 0.875840870440604 -1.05536208973833 0.837187057776185 0.899832713201774 0.810123252362227 1.12148866773171 -0.2349547814049 0.608236751260228 0.911550525123486 0.344257240082718 -0.745397185164984 -0.763727542496226 -1.37103883831592 1.20333996557671 -1.20751998037371 -1.16335974851541 1.31442586688364 -0.0246080567512984
A.13 14 0.0086316745750311 -1.5297746348076 1.15579038202071 -0.57726573144549 0.64227883091745 0.571906678533442 1.22021373355004 0.677801608305498 0.831985854933824 0.589783263739612 1.05287050028592 0.0603648817968809 -1.45470864685862 -0.824401890212754 -0.0523756464192677 0.602147126795378 1.41766455860128 -1.20098775130115 -1.06781019708126 -0.903555718133428 0.389694689600817 -1.03849611299489 -0.12424690343222 -0.830153201709899 0.288158388542492 1.28985817270226 -1.61055321675225 -1.13918267704954 0.754573131577267 0.651587258073874 1.38867224420281 -0.0325788900823765 1.20235665474431 -0.8089030570658 1.51429182991084 -0.893712206627219 -0.262595772258748 -0.540455067527787 -1.59473951217644 0.0764554694310857 -1.06940481824683 -0.713989881595549 0.354762983984564 0.893503195185108 0.581370628621551 1.45393836075727 -1.5650464054105 1.46886741869858 0.728957236204862 -1.64116314964146 -0.391625852742213
B.13 14 0.0086316745750311 0.890537290252905 -1.11274856724245 1.29745182714147 -0.425795663643635 -1.14575600155211 -0.289744363521248 -1.19690956234612 -0.0863982446734805 -0.444123000864426 -1.53927542742958 0.380914174731554 1.70173321748798 0.62031479321385 0.395876577200114 -1.00461240116139 -0.615493884577443 0.546171690178132 0.535513161407125 1.39825190786718 -0.969078511042573 0.805767160567743 1.42199478279611 1.61565088543777 -0.215586518325826 -1.22856063676988 1.53735340958535 -0.0868005179078772 -1.37963019579892 -0.730784956660804 -1.6685182436963 -1.02224054284705 -0.35854956436639 0.875891782147611 -1.05571250646085 0.836961263664357 0.899532002105614 0.809807648510804 1.12145040083855 -0.234555638301791 0.608173599060519 0.911483027103242 0.344005890324727 -0.742454825494103 -0.762366024108584 -1.36485120884543 1.20332084872534 -1.20727061779466 -1.16365801173381 1.31448432650682 -0.0269248027761778
A.14 15 0.00431583728751555 -1.53339752197439 1.15576524190778 -0.577621890548378 0.642341412408194 0.571946383162892 1.2202420600647 0.677463600196663 0.831994497109912 0.58964928644723 1.05289656285185 0.0604974287233469 -1.45242188115619 -0.822913089091027 -0.0525052124051988 0.602117983340886 1.41764589723492 -1.20163350714509 -1.06559326232709 -0.904597666792347 0.389653945894327 -1.04258806809182 -0.124594309134365 -0.830414594761053 0.288061478143615 1.28984127164766 -1.60874882082512 -1.13561329911664 0.754593983848195 0.65159502403403 1.3886895056903 -0.0326000213796086 1.20243252171672 -0.808198696384764 1.51427301621715 -0.893953095046221 -0.26297299538213 -0.541181159599807 -1.59587903320051 0.0762717141384325 -1.06957260534164 -0.714062762627008 0.354793761900055 0.893516708546053 0.581350559392026 1.45393168384576 -1.56137271364642 1.46886469964018 0.729017284966595 -1.63093655331723 -0.391600663127141
B.14 15 0.00431583728751555 0.89056563740338 -1.1120421381504 1.29745874809731 -0.425754505083463 -1.14567594493236 -0.290143482731098 -1.19437339583932 -0.0864494805764165 -0.443926028332251 -1.53766691585643 0.380590771987215 1.7017158922375 0.620258511200596 0.395946929825014 -1.00478398608534 -0.616186363039666 0.546148546737917 0.535408793639278 1.39820417425796 -0.969693631660638 0.805719621526463 1.42199863125182 1.6156643152666 -0.215411356654132 -1.22695610711017 1.53728811539282 -0.0869864775870903 -1.37916836230716 -0.731529721304314 -1.67007567750468 -1.02232520146548 -0.358801579894834 0.875905967100975 -1.05659536071578 0.837007889086547 0.89973816679714 0.809958514054077 1.12144983944517 -0.234513481265118 0.608220177259476 0.911495743816048 0.343999005784598 -0.742523759428715 -0.762698701400391 -1.36928101686724 1.20332743623968 -1.20316869489153 -1.16241753973178 1.31445405905576 -0.0265095264798699
A.15 16 0.00215791864375777 -1.53399534087712 1.15577902810882 -0.577561004180594 0.642319547102669 0.571931402073129 1.22025832063131 0.677473648432181 0.831987472946116 0.589672375499477 1.05288805633498 0.0605091205713775 -1.45275885035986 -0.824151489513531 -0.0524405004510813 0.602139056153745 1.4176648993401 -1.20201859786615 -1.06645211092782 -0.904325812990617 0.389629763978148 -1.04261590440432 -0.124422829817014 -0.829732346036323 0.288034333282713 1.28984587323283 -1.60917652319025 -1.13705929422607 0.754611370508384 0.651577550538831 1.38871284579445 -0.0327202493998491 1.20230366973165 -0.808634937260728 1.514280826707 -0.893806303509073 -0.262809926625371 -0.541362106635803 -1.59330651383533 0.0763185585836662 -1.06979081691809 -0.713923404594844 0.35472102653702 0.893521727510506 0.581365769283674 1.45393499380481 -1.56358987574292 1.46886551422108 0.728993732076741 -1.63303206384859 -0.391222959415787
